id_departamento,id_municipio,nombre,poblacion
15,15104,Boyacá,5089
15,15106,Briceño,2198
15,15109,Buenavista,4409
15,15114,Busbanzá,1118
15,15131,Caldas,3143
15,15135,Campohermoso,3121
15,15162,Cerinza,3713
15,15172,Chinavita,3209
15,15176,Chiquinquirá,56054
15,15180,Chiscas,3994
15,15183,Chita,8045
15,15185,Chitaraque,5830
15,15187,Chivatá,2788
15,15189,Ciénega,4635
15,15204,Cómbita,12970
15,15212,Coper,3619
15,15215,Corrales,2498
15,15218,Covarachía,2806
15,15223,Cubará,10319
15,15224,Cucaita,3725
15,15226,Cuítiva,1798
15,15232,Chíquiza,4684
15,15236,Chivor,2479
15,15238,Duitama,122436
15,15244,El Cocuy,4215
15,15248,El Espino,3061
15,15272,Firavitoba,6662
15,15276,Floresta,3266
15,15293,Gachantivá,2789
15,15296,Gámeza,4850
15,15299,Garagoa,17932
15,15317,Guacamayas,1865
15,15322,Guateque,10699
15,15325,Guayatá,3400
15,15332,Güicán,4279
15,15362,Iza,1947
15,15367,Jenesano,7200
15,15368,Jericó,3929
15,15377,Labranzagrande,3526
15,15380,La Capilla,2689
15,15401,La Victoria,1118
15,15403,La Uvita,2999
15,15407,Villa de Leyva,16139
15,15425,Macanal,4976
15,15442,Maripí,5741
15,15455,Miraflores,8847
15,15464,Mongua,4636
15,15466,Monguí,4234
15,15469,Moniquirá,22572
15,15476,Motavita,5569
15,15480,Muzo,8597
15,15491,Nobsa,15976
15,15494,Nuevo Colón,5121
15,15500,Oicatá,2821
15,15507,Otanche,8018
15,15511,Pachavita,2467
15,15514,Páez,3283
15,15516,Paipa,33535
15,15518,Pajarito,2390
15,15522,Panqueba,1717
15,15531,Pauna,7185
15,15533,Paya,2593
15,15537,Paz de Río,4285
15,15542,Pesca,6852
15,15550,Pisba,1763
15,15572,Puerto Boyacá,46736
15,15580,Quípama,4889
15,15599,Ramiriquí,9887
15,15600,Ráquira,7877
15,15621,Rondón,2407
15,15632,Saboyá,13588
15,15638,Sáchica,5452
15,15646,Samacá,18298
15,15660,San Eduardo,1701
15,15664,San José de Pare,4988
15,15667,San Luis de Gaceno,5499
15,15673,San Mateo,3332
15,15676,San Miguel de Sema,3009
15,15681,San Pablo de Borbur,6608
15,15686,Santana,7565
15,15690,Santa María,3559
15,15693,Santa Rosa de Viterbo,13066
15,15696,Santa Sofía,3179
15,15720,Sativanorte,2221
15,15723,Sativasur,1097
15,15740,Siachoque,6729
15,15753,Soatá,9066
15,15755,Socotá,7298
15,15757,Socha,7938
15,15759,Sogamoso,127235
15,15761,Somondoco,2910
15,15762,Sora,3019
15,15763,Sotaquirá,8162
15,15764,Soracá,5954
15,15774,Susacón,2717
15,15776,Sutamarchán,6092
15,15778,Sutatenza,4233
15,15790,Tasco,5882
15,15798,Tenza,3851
15,15804,Tibaná,9051
15,15806,Tibasosa,12940
15,15808,Tinjacá,3266
15,15810,Tipacoque,3323
15,15814,Toca,8767
15,15816,Togüí,4335
15,15820,Tópaga,3617
15,15822,Tota,5179
15,15832,Tununguá,1540
15,15835,Turmequé,6118
15,15837,Tuta,8266
15,15839,Tutazá,2040
15,15842,Umbita,7530
15,15861,Ventaquemada,15706
15,15879,Viracachá,2837
15,15897,Zetaquira,4629
17,17001,Manizales,434403
17,17013,Aguadas,22823
17,17042,Anserma,36149
17,17050,Aranzazu,10557
17,17088,Belalcázar,10660
17,17174,Chinchiná,51271
17,17272,Filadelfia,11451
17,17380,La Dorada,71905
17,17388,La Merced,6003
17,17433,Manzanares,17928
17,17442,Marmato,8888
17,17444,Marquetalia,13245
17,17446,Marulanda,2607
17,17486,Neira,21024
17,17495,Norcasia,6022
17,17513,Pácora,15325
17,17524,Palestina,15555
17,17541,Pensilvania,19908
17,17614,Riosucio,50775
17,17616,Risaralda,10815
17,17653,Salamina,19467
17,17662,Samaná,20454
17,17665,San José,4835
17,17777,Supía,28642
17,17867,Victoria,10157
17,17873,Villamaría,64652
17,17877,Viterbo,12734
18,18001,Florencia,168346
18,18029,Albania,4675
18,18094,Belén de Los Andaquíes,11021
18,18150,Cartagena del Chairá,30399
18,18205,Curillo,7593
18,18247,El Doncello,19294
18,18256,El Paujil,18036
18,18410,La Montañita,14714
18,18460,Milán,9723
18,18479,Morelia,3698
18,18592,Puerto Rico,26517
18,18610,San José del Fragua,12797
18,18753,San Vicente del Caguán,50719
18,18756,Solano,11214
18,18785,Solita,6216
18,18860,Valparaíso,6887
19,19001,Popayán,318059
19,19022,Almaguer,18449
19,19050,Argelia,26144
19,19075,Balboa,21108
19,19100,Bolívar,38048
19,19110,Buenos Aires,31436
19,19130,Cajibío,42014
19,19137,Caldono,39946
19,19142,Caloto,30181
19,19212,Corinto,25286
19,19256,El Tambo,53891
19,19290,Florencia,5202
19,19300,Guachené,19671
19,19318,Guapi,27616
19,19355,Inzá,28879
19,19364,Jambaló,17841
19,19392,La Sierra,10749
19,19397,La Vega,24501
19,19418,López,18580
19,19450,Mercaderes,22688
19,19455,Miranda,31360
19,19473,Morales,38838
19,19513,Padilla,9937
19,19517,Paéz,45776
19,19532,Patía,36848
19,19533,Piamonte,8811
19,19548,Piendamó,40818
19,19573,Puerto Tejada,41615
19,19585,Puracé,17272
19,19622,Rosas,11475
19,19693,San Sebastián,10948
19,19698,Santander de Quilichao,110445
19,19701,Santa Rosa,5339
19,19743,Silvia,37337
19,19760,Sotará,13939
19,19780,Suárez,31904
19,19785,Sucre,9489
19,19807,Timbío,35479
19,19809,Timbiquí,26100
19,19821,Toribío,35218
19,19824,Totoró,24558
19,19845,Villa Rica,20693
20,20001,Valledupar,490075
20,20011,Aguachica,109621
20,20013,Agustín Codazzi,60768
20,20032,Astrea,20120
20,20045,Becerril,21611
20,20060,Bosconia,40022
20,20175,Chimichagua,34169
20,20178,Chiriguaná,27694
20,20228,Curumaní,37399
20,20238,El Copey,30159
20,20250,El Paso,37531
20,20295,Gamarra,14973
20,20310,González,4379
20,20383,La Gloria,17150
20,20400,La Jagua de Ibirico,46722
20,20443,Manaure,10047
20,20517,Pailitas,18566
20,20550,Pelaya,20683
20,20570,Pueblo Bello,27007
20,20614,Río de Oro,16837
20,20621,La Paz,27759
20,20710,San Alberto,26247
20,20750,San Diego,19022
20,20770,San Martín,26674
20,20787,Tamalameque,15339
23,23001,Montería,490935
23,23068,Ayapel,46968
23,23079,Buenavista,21078
23,23090,Canalete,15353
23,23162,Cereté,105815
23,23168,Chimá,17529
23,23182,Chinú,47917
23,23189,Ciénaga de Oro,59086
23,23300,Cotorra,19041
23,23350,La Apartada,14866
23,23417,Lorica,113909
23,23419,Los Córdobas,18717
23,23464,Momil,19590
23,23466,Montelíbano,81641
